Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status
Scytalina cerdale,NA,Graveldiver,NA,F-SCCE,AFCSG01010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Scytalinidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes aleutianus,NA,Rougheye Rockfish,NA,F-SEAL,AFC4A06010,GNR,NA,SNR,NA,NA,SC (Apr 2007),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,1-SC (Mar 2009),Type 1 and Type 2,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes alutus,NA,Pacific Ocean Perch,NA,F-SEAT,AFC4A06020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes auriculatus,NA,Brown Rockfish,NA,F-SEAU,AFC4A06040,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes aurora,NA,Aurora Rockfish,NA,F-SEAR,AFC4A06050,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes babcocki,NA,Redbanded Rockfish,NA,F-SEBA,AFC4A06060,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes borealis,NA,Shortraker Rockfish,NA,F-SEBO,AFC4A06070,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes brevispinis,NA,Silvergray Rockfish,NA,F-SEBR,AFC4A06080,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes caurinus,NA,Copper Rockfish,NA,F-SECA,AFC4A06100,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes chlorostictus,NA,Greenspotted Rockfish,NA,F-SECH,AFC4A06110,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes ciliatus,NA,Dark Rockfish,NA,F-SECI,AFC4A06130,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes crameri,NA,Darkblotched Rockfish,NA,F-SECR,AFC4A06150,GNR,NA,SNR,NA,NA,SC (Nov 2009),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes diaconus,Sebastes mystinus,Deacon Rockfish,Blue Rockfish,F-SEMY,AFC4A06720,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes diploproa,NA,Splitnose Rockfish,NA,F-SEDI,AFC4A06170,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes elongatus,NA,Greenstriped Rockfish,NA,F-SEEL,AFC4A06180,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes emphaeus,NA,Puget Sound Rockfish,NA,F-SEEM,AFC4A06190,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes entomelas,NA,Widow Rockfish,NA,F-SEEN,AFC4A06210,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes flavidus,NA,Yellowtail Rockfish,NA,F-SEFL,AFC4A06240,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes goodei,NA,Chilipepper,NA,F-SEGO,AFC4A06260,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes helvomaculatus,NA,Rosethorn Rockfish,NA,F-SEHE,AFC4A06270,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes jordani,NA,Shortbelly Rockfish,NA,F-SEJO,AFC4A06290,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes maliger,NA,Quillback Rockfish,NA,F-SEMA,AFC4A06330,GNR,NA,SNR,NA,NA,T (Nov 2009),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes melanops,NA,Black Rockfish,NA,F-SEME,AFC4A06350,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes melanostomus,NA,Blackgill Rockfish,NA,F-SEML,AFC4A06370,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes miniatus,NA,Vermilion Rockfish,NA,F-SEMI,AFC4A06390,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes nebulosus,NA,China Rockfish,NA,F-SENE,AFC4A06410,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes nigrocinctus,NA,Tiger Rockfish,NA,F-SENI,AFC4A06420,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes paucispinis,NA,Bocaccio,NA,F-SEPA,AFC4A06440,G4,Jul-03,SNR,Dec-02,Dec-02,E (Nov 2013),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes pinniger,NA,Canary Rockfish,NA,F-SEPI,AFC4A06460,GNR,NA,SNR,NA,NA,T (Nov 2007),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes polyspinis,NA,Northern Rockfish,NA,F-SEPL,AFC4A06470,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes proriger,NA,Redstripe Rockfish,NA,F-SEPR,AFC4A06480,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes reedi,NA,Yellowmouth Rockfish,NA,F-SERE,AFC4A06500,GNR,NA,SNR,NA,NA,T (Apr 2010),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes ruberrimus,NA,Yelloweye Rockfish,NA,F-SERU,AFC4A06530,GNR,NA,SNR,NA,NA,T (Nov 2020),Pacific Ocean outside waters and inside waters populations.,Not Reviewed,NA,NA,NA,NA,NA,NA,1-SC,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes rufus,NA,Bank Rockfish,NA,F-SERF,AFC4A06560,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes saxicola,NA,Stripetail Rockfish,NA,F-SESA,AFC4A06570,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes variabilis,NA,Dusky Rockfish,NA,F-SEVR,AFC4A06700,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes variegatus,NA,Harlequin Rockfish,NA,F-SEVA,AFC4A06630,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes wilsoni,NA,Pygmy Rockfish,NA,F-SEWI,AFC4A06640,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastes zacentrus,NA,Sharpchin Rockfish,NA,F-SEZA,AFC4A06650,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastolobus alascanus,NA,Shortspine Thornyhead,NA,F-SEAS,AFC4A07010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sebastolobus altivelis,NA,Longspine Thornyhead,NA,F-SEAI,AFC4A07020,GNR,NA,SNR,NA,NA,SC (Apr 2007),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,1-SC (Mar 2009),NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Seriola lalandi,NA,Yellowtail,NA,F-SELA,AFCQZ11040,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Carangidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Seriphus politus,NA,Queenfish,NA,F-SEPO,AFCQH16010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Sciaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Serrivomer jesperseni,NA,Crossthroat Sawpalate,NA,F-SEJE,AFCEK01010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Anguilliformes,Serrivomeridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Somniosus pacificus,NA,Pacific Sleeper Shark,NA,F-SOPA,AFDEA06020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Squaliformes,Somniosidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Spectrunculus grandis,NA,Giant Cusk-eel,NA,F-SPGR,AFCMD08010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Ophidiiformes,Ophidiidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Sphyraena argentea,NA,Pacific Barracuda,NA,F-SPAR,AFCQV01010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Sphyraenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Spirinchus sp. 1,NA,Pygmy Longfin Smelt,NA,F-SPSP-01,AFCHB03030,G5T2Q,Oct-19,S2,May-19,May-19,DD (Nov 2004),NA,Red,NA,NA,Central Pacific Ranges; Eastern Pacific Ranges; Fraser Lowland; Georgia Lowland; Hozameen Range; Juan de Fuca Strait; Johnstone Strait; Leeward Pacific Ranges; Nanaimo Lowland; Nicola Basin; Northwestern Cascade Ranges; Okanagan Range; Outer Fjordland; Pavilion Ranges; Southern Chilcotin Ranges; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges,NA,NA,NA,NA,NA,5 - Undetermined(2000),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,1;2;3;8,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Fraser Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Regional District of Okanagan-Similkameen; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Thompson-Nicola Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Coquitlam; Delta; Langley - City; Maple Ridge; New Westminster; North Vancouver - City; Pitt Meadows; Port Coquitlam; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; Langley - District; North Vancouver - District; Princeton; Squamish; Whistler; Pemberton; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River; Abbotsford; Chilliwack; Harrison Hot Springs; Hope; Kent; Mission,CWH,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Spirinchus starksi,NA,Night Smelt,NA,F-SPST,AFCHB03020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Spirinchus thaleichthys,NA,Longfin Smelt,NA,F-SPTH,AFCHB03010,G5,Feb-16,S3?,May-19,May-19,NA,NA,Blue,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,NA,NA,NA,CDF; CWH,NA,Native,Regularly occurring,NA,NA,N,N,NA
Squalus suckleyi,Squalus acanthias,Spiny Dogfish,NA,F-SQSU,AFDEA07040,G5,Dec-17,SNR,NA,NA,SC (Nov 2011),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Squaliformes,Squalidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Stellerina xyosterna,Occella impi,Pixie Poacher,NA,F-STXY,AFC4F15010,GNR,NA,SNR,NA,Aug-05,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Stenobrachius leucopsarus,NA,Northern Lampfish,NA,F-STLE,AFCVH07010,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Stenobrachius nannochir,NA,Garnet Lanternfish,NA,F-STNA,AFCVH07020,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Stenodus leucichthys,NA,Inconnu,NA,F-STLU,AFCHA06010,G5,May-16,S3,May-19,Nov-00,NA,NA,Blue,NA,NA,Alsek Ranges; Bulkley Basin; Bulkley Ranges; Cassiar Ranges; Central Boundary Ranges; Central Chilcotin Ranges; Chilcotin Plateau; Clear Hills; Continental Slope; Central Pacific Ranges; Dixon Entrance; Eastern Muskwa Ranges; Eastern Pacific Ranges; Eastern Skeena Mountains; Etsho Plateau; Fort Nelson Lowland; Fraser River Basin; Finlay River Trench; Georgia Lowland; Halfway Plateau; Hecate Lowland; Hecate Strait; Hyland Plateau; Juan de Fuca Strait; Johnstone Strait; Kechika Mountains; Kimsquit Mountains; Kitimat Ranges; Kluane Ranges; Kechika River Trench; Leeward Island Mountains; Liard Plain; Maxhamish Upland; Meziadin Mountains; Misinchinka Ranges; Muskwa Foothills; Muskwa Upland; Nass Basin; Nanaimo Lowland; Nass Mountains; Nazko Upland; Northern Boundary Ranges; North Coast Fjords; Nechako Upland; Northern Island Mountains; Northern Omineca Mountains; Northern Pacific Ranges; Northern Skeena Mountains; Nahwitti Lowland; Outer Fjordland; Pavilion Ranges; Peace Foothills; Peace Lowland; Petitot Plain; Queen Charlotte Ranges; Queen Charlotte Sound; Queen Charlotte Strait; Rabbit Plateau; Southern Boreal Plateau; Southern Boundary Ranges; Southern Chilcotin Ranges; Sikanni Chief Upland; Simpson Upland; Strait of Georgia; Southern Pacific Ranges; Southern Skeena Mountains; Stikine Highland; Stikine Plateau; Tatshenshini Basin; Tagish Highland; Teslin Basin; Teslin Plateau; Tahltan Highland; Trout Lake Plain; Tuya Range; Vancouver Island Shelf; Western Chilcotin Ranges; Western Chilcotin Upland; Whitehorse Upland; Windward Island Mountains; Western Muskwa Ranges,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,1;2;3;5;6;7;9,Capital Regional District; Central Coast Regional District; Cariboo Regional District; Cowichan Valley Regional District; North Coast Regional District; Peace River Regional District; Regional District of Alberni-Clayoquot; Regional District of Bulkley-Nechako; Regional District of Kitimat-Stikine; Regional District of Mount Waddington; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Stikine Region (Unincorporated); Thompson-Nicola Regional District; qathet Regional District,Port Alberni; Tofino; Ucluelet; Alert Bay; Port Alice; Port Hardy; Port McNeill; Campbell River; Gold River; Sayward; Tahsis; Zeballos; Kitimat; Stewart; NRRM; Port Edward; Prince Rupert,BWBS; CWH,NA,Native,Regularly occurring,NA,NA,N,Y,NA
Sternoptyx pseudobscura,NA,Highlight Hatchetface,NA,F-STPS,AFC7C02010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Stomiiformes,Sternoptychidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Stichaeus punctatus,NA,Arctic Shanny,NA,F-STPU,AFCSC17010,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Stichaeidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Symbolophorus californiensis,NA,Bigfin Lanternfish,NA,F-SYCA,AFCVH14010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
